productid,productname,manufacturerid,composition,listprice,gender,category,color,description
498,f-13 sle hightop sneaker,568,Genuine leather and man-made materials,59.99,M,sneakers,"Grey,White",Durable rubber sole. Lace-up closure. Pieced smooth and perforated leather construction. Velcro strap across tongue
499,f-13 super lite hightop sneaker,568,Man-made materials,54.99,M,sneakers,White,"Durable rubber sole. Lining and sock. Mesh tongue and lining. Patent leather-like accents along lace closure, tongue and ankle. Pieced smooth and perforated leather construction. Strap at top of ankle. Synthetic upper with perforated detail all-over. Velc"
500,f-13v hightop sneaker,568,Leather and man made materials,54.99,M,sneakers,Black,"Leather upper. Padded collar with strap across top of tongue. Perforated toe and side panels with embroidered Fila logo on side and ankle. Self tie lace closure. Vulcanized, herringbone patterned rubber sole for traction"
501,fabric braided sandals,691,Man-Made Materials,24.99,F,sandals,Black,Braided Straps. Faux leather back. Lightly padded footbed. Round toe. Rubber sole. Rubber sole. Slightly padded footbed and back ankle. Slightly padded footbed and back ankle. Subtle wedge heel. Zipper black closure
502,falco sequin trim wedge sneaker,521,Man-Made Materials,47.99,F,sneakers,Black,"Covered wedge 3.5"" heel. Padded collar and tongue with soft textile sock liner. Pieced synthetic suede upper with sequins. Printed Apple Bottoms logo on tongue. Rubber herringbone sole for traction. Self tie lace closure. Strap across vamp"
503,falcon elite 2 sneakers,514,Synthetic upper and rubber sole,43.99,F,sneakers,Black,Adidas logo on tongue and outer. Comfortable textile lining with a cushioned footbed for all-day comfort. EVA midsole for lightweight cushioning. Lightly padded collar and tongue. Nylon uppers for lightweight durability. Rubber toe bumper. Traditional lac
504,falling for you studded smoking shoe,985,Man-Made Materials,51.99,F,flats,Black,Lightly padded lining and footbed. Rounded toe. Signature logo design on underside of shoe. Slip on design. Synthetic studded upper. US Sizing
505,fancy cut-out design platform heel,911,Man-Made Materials,56.99,F,heels,Orange,"1 1/2"" platform. 5 1/2"" heel. Buckle closure. Faux patent leather upper. Lightly padded footbed. Peep toe. Two tone design. US Sizing"
506,faux fur detail boot,691,All man made materials,14.99,F,boots,Black,Criss cross buckle detail. Faux interior fur lining. Pull on style. Round toe. Rubber sole with 1 inch heel. Synthetic upper with faux fur design
507,faux gator skin sneaker shoe,966,Man-made materials,47.99,M,sneakers,Black,Buckle detail with logo. Genuine leather lining. Rubber sole for traction. Synthetic leather upper with faux croc design
508,faux snake print sneaker,512,Man-made materials,23.99,F,sneakers,Black,Classic self-tie lace closure. Designer script logo on tongue. Durable rubber sole for optimal traction. Extra padded ankle for superior protection. Faux snake print design. Signature pieced side panels. US sizing
509,faux suede platform cheetah trim,521,All man made materials,23.99,F,heels,Beige,5.5 inch heel and 1.5 inch platform. Cheetah print design. Faux suede profile. Platform design. Round toe. Soft lining and footbed
510,faux suede quilted fleece lined boot,521,Man-Made Materials,15.99,F,boots,Black,Quilted shaft with faux fur lining. Rubber sole for traction. Synthetic leather duck boot styled vamp
511,fawn boot,691,Man Made Material,15.99,F,boots,Black,All-over studded fringe detail. Cushioned insole with arch support. Pieced constructed. Rubber outsole with 1 inch heel. Synthetic upper. Zip up back closure
512,feather trim sandal,521,Man-Made Materials,31.99,F,sandals,Blue,Buckled ankle strap with designer rhinestone appliqué. Feather ornamentation. Rubber outsole. Synthetic leather upper
513,feather trimmed braided wedge,911,Man-Made Materials,39.99,F,sandals,Bronze,"3 1/2"" heel with 1/2"" platform. Braided rope-wrapped heel. Feathered trimmed leaf centerpiece with bead embellishments. Lightly padded footbed. Synthetic leather upper"
514,fedel boot with wedge tassel detail,691,Man-made materials,16.99,F,boots,Tan,Full zipper closure. Pieced design. Tassel detail on side. Wedged type of boot
515,fedel laceup faux fur wedge,691,Man-made materials,14.99,F,boots,Tan,Durable rubber sole for optimal traction. Faux fur trim for optimal warmth. Hi-top wedge design. Self-tie lace closure with metallic buckles
516,fedora boot,691,Man-Made Materials,20.99,F,boots,Black,"2"" heel. Cushioned insole. Fringe detail on outer. Native American inspired print collar at ankle. Rounded toe. Zip up closure"
517,fersea pump w/ankle strap,691,Man-Made Materials,49,F,heels,Black,"2 1/2"" platform. 5 1/2"" spiked heel. Clear and gold plastic trim. Cushioned insole. Faux suede upper. Pointed toe. Rubber sole for traction. Woven designed toe with matching ankle buckle strap"
518,field boots,240,"Leather and Textile Upper, Textile Insole and Rubber Sole",96.99,M,boots,Navy,Hi top design. Lace-up closure. Leather and nylon upper. Padded collar. Rubber outsole
520,firy lowtop sneaker,980,All Man Made Materials,17.99,M,sneakers,Black,Lightweight support. Raised stitching detail. Self-tie lace closure. True to size
521,flat pull up boot,691,All man made materials,15.99,F,boots,Grey,Cushioned insole. Pieced constructed. Pull on style. Rubber outsole. Synthetic upper
519,finola spike pumps,691,Man-Made Materials,55.99,F,heels,Black,Cushioned insole. Faux patent leather upper with all-over studded detail. Pointed toe style. Rubber sole. Sturdy 4 inch heel. US Sizing
523,flavia kitten heel sandal,691,Man Made Materials,34.99,F,heels,Beige,"3.25"" heel. Elastic material for snug fit. Flocked sole with design details. Strap and metal buckle at ankle. Stylish open-toe shoe. Synthetic leather and textile construction"
524,flexnet memory hightop sneaker,568,"Synthetic and Textile Upper, Textile Insole, Rubber Sole",26.99,M,sneakers,"Charcoal,Black","Memory foam foot bed. Patent leather-like accents along lace closure, tongue and ankle. Synthetic and textile upper with perforated detail all-over. U.S sizing"
525,flonica,781,Canvas upper and rubber sole,19.99,F,flats,Grey,"Added style with use of colors and graphics. Die-cut EVA midsole. Elastic integration in the design offers a secure fit. Lightweight outsole for comfort, traction and durablity. Slip on design. Stylish detailing on heel. Super cute and lightweight flat. U"
526,floral canvas,691,"Textile Upper, Textile Insole, Rubber Sole",19.99,F,flats,"Black,Brown",Canvas upper with all-over floral pattern. Low profile. Padded insole. Round toe. Rubber sole. Slip on style with elastic at tongue for support
528,florsheim limited berkley loafer,307,Genuine leather and man made materials,45.99,M,casual shoes,Navy,Classic penny loafer. Genuine hand-sewn moccasin. Hand sewn beef roll. Leather outsole with rubber heel. Penny strap heel kicker. Positive fit slip on style. Unlined leather upper
529,forum lo rs star wars sneakers,514,Leather Upper and Rubber Sole,71.99,M,sneakers,White,Classic low top. Cushioned footbed. Cushioned sock liner. Leather upper. Padded ankle for extra comfort. Rubber sole for durability and traction. Self tie lace closure. Signature 3-stripe design on side panels. Star Wars Hoth Blizzard Force. Stitch accent
530,forum lo sneakers,514,Leather and Man Made Materials,75,M,sneakers,Navy,Durable rubber sole for traction. Low top design. Padded ankle lining and tongue for added comfort. Perforated detail throughout. Pieced construction. Self tie lace closure. Velcro strap for a more perfect fit
531,forum mid sneakers,514,Leather and Man Made Materials,69.99,M,sneakers,Grey,Perforated toe box. Self tie lace closure. Signature 3 stripe design on side panels. Velcro strap on ankle for support
533,fred slip on dress shoe,980,Man-made materials,22.99,M,casual shoes,Black,1 inch heel. Cushioned insole. Rubber sole for traction. Slip-on design. Synthetic leather upper with contrast stitching throughout
534,freestyle double bubble sneakers,448,"Leather and Synthetic Upper, Textile Insole, Rubber Sole",84.99,F,sneakers,Grey,Cushioned sole for comfort. Double velcro closure. Gravel vintage treated suede upper with contrasting leather trim. High top profile. Includes extra set of laces. Self tie lace closure. Signature Reebok logo on tongue and outer. Sporty non marking gum ou
535,freestyle hi alicia keys sneakers,448,"Leather Upper, Textile Insole, Rubber Sole",65.99,F,sneakers,"Black,Multi",Classic athletic high top design. Contrasting satin trim throughout. Contrasting screen printed dot and line design throughout. Honeycomb-patterned rubber sole for traction. Pieced allover suede construction. Pieced leather construction. Self tie lace clo
536,freestyle hi ice bottom sneakers,448,"Leather Upper, Textile Insole, Rubber Sole",80,F,sneakers,White,"Ankle strap closure for excellent fit and support. Die-cut EVA midsole for lightweight cushioning. High abrasion rubber outsole for increased durability. Pieced, perforated leather upper"
537,freestyle hi intl sneakers,448,"Synthetic Upper, Textile Insole, Rubber Sole",65.99,F,sneakers,Purple,Ankle strap closure for excellent fit and support. Die-cut EVA midsole for lightweight cushioning. High abrasion rubber outsole for increased durability. Woven mesh upper for comfort and breathability
538,freestyle hi mini sneakers,448,Leather and Man-Made materials,58.99,F,sneakers,Red,High abrasion rubber outsole. High top design. Lightly padded interior. Lightweight EVA midsole. Self tie lace closure. Smooth genuine leather exterior. Velcro adjustment straps for support
539,freestyle hi r12 sneakers,448,"Leather, textile and man made materials",74.99,F,sneakers,Black,Ankle strap closure for excellent fit and support. Die-cut EVA midsole for lightweight cushioning. High abrasion rubber outsole. High abrasion rubber outsole for increased durability. High top design. Includes extra set of laces. Lightweight EVA midsole. 
540,freestyle hi sneakers,448,"Leather, textile and man made materials",60.99,F,sneakers,Red,High abrasion rubber outsole. High top design. Includes extra set of laces. Lightweight EVA midsole. Padded interior. Self tie lace closure. Smooth genuine leather exterior. Smooth genuine leather exterior with glitter design at top. Velcro adjustment str
542,fringe sandal w/studs,691,Man-Made Materials,21.99,F,sandals,Beige,1 inch wedge heel. Adjustable strap with velcro closure at ankle. Faux leather upper with fringe and stud detail. Lightly padded footbed. Round toe. Rubber sole. Zipper at back
543,fringe sandals w/triple strap,691,Man-Made Materials,24.99,F,sandals,Beige,1 inch wedge heel. Adjustable triple strap with buckle closure at ankle. Faux leather upper with fringe detail. Lightly padded footbed. Round toe. Rubber sole. Zipper at back
546,future cat remix s sf ferrari sneakers,959,Leather and Man Made Materials,105,M,sneakers,Black,"Asymmetrical lacing system. Cupsole midsole for comfort and stability. Cylindrical heel and split upper design. Embroidered formstripe logo, iconic Ferrari shield and Jumping Cat screenprint details. Features a low-profile design with smooth leather upper"
547,future disc blaze lite sneakers,959,"Textile Upper, Textile Insole, Rubber Sole",140,M,sneakers,"Multi,White",BioRide™ construction on the midsole delivers a smooth transition. Combination mesh and neoprene-like uppers with TPU overlays for support and breathability. EverTrack high abrasion-resistant rubber component in the heel combined with EverRide in the fore
548,future sky hi sneakers,959,"Leather Upper, Textile Insole, Rubber Sole",90,M,sneakers,Grey,"Embossed 'SKY' branding on tongue. EVA midsole for cushioning and added shock absorption. Future Sky Hi Sneakers. Padded collar. Plush lining with an ecoOrthoLite® sockliner for breathability, material regeneration, moisture management with antimicrobial "
549,fx-100 sl hightop sneaker,568,Leather and Man-Made materials,54.99,M,sneakers,White,Durable rubber sole. Lace-up closure. Pieced smooth and perforated leather construction. Velcro strap across tongue
550,g villas l2 sneakers,959,Leather and Man Made Materials,65,M,sneakers,White,"Cushioned midsole for optimum comfort. Grippy rubber outsole, with pivot point to support quick rotation. Lace closure for a snug fit. Perforated leather upper. Puma branding and G. Vilas callout at lateral side, with Puma Cat Logo at heel. Puma Formstrip"
551,g.i. type desert tan 6” deployment boot,750,Genuine leather and man-made materials,69.99,M,boots,Wheat,"6"" mid top design. Durable rubber sole. Lace-up closure. Pieced solid construction. Raw leather exterior. US sizing"
552,gavin bling strap wedge sneaker,521,Man-Made Materials,54.99,F,sneakers,Beige,"Covered wedge 3.5"" heel. Double straps with rhinestone embellishments across vamp. Padded collar and tongue with soft textile sock liner. Pieced synthetic leather and suede upper. Printed Apple Bottoms logo on tongue. Rubber herringbone sole for traction."
553,gazelle 2 leather sneakers,514,Leather and man made materials,39.99,M,sneakers,Grey,"Classic, 3-stripe design on sides. Flat rubber sole. Leather exterior. Low top design. Self tie lace closure"
